"adipose tissue"	"adrenal gland"	"appendix"	"bone marrow"	"breast"	"cerebral cortex"	"cervix, uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian tube"	"gallbladder"	"heart muscle"	"kidney"	"liver"	"lung"	"lymph node"	"ovary"	"pancreas"	"parathyroid gland"	"placenta"	"prostate"	"rectum"	"salivary gland"	"seminal vesicle"	"skeletal muscle"	"skin"	"small intestine"	"smooth muscle"	"spleen"	"stomach"	"testis"	"thyroid gland"	"tonsil"	"urinary bladder"
"NAKAMURA_CANCER_MICROENVIRONMENT_UP"	3.31445186432806	0.91665058035293	0.0150909250168261	0.127022484247382	0.351219474519138	0.21555940764358	3.2773253841789	0.157100917294395	0.198167732229517	0.469319453774292	0.14326012682549	0.168373475283694	0.229607990977995	1.80286322737623	0.280735083238779	0.397051533440711	0.585000647788895	0.0520533825592888	0.0353895634918479	0.701611115225354	373.299691747673	3.29763659170421	0.218842669364897	0.158122907272683	0.0688719857428778	0.438454980459186	0.378571798530487	0.281448424485276	0.262108636988427	0.163969481395557	1.1042399388974	0.0443574268800309	0.347770481679994	0.0544405020200402	0.168153460626351	0.056318737863153	0.238525475485296
"NAKAMURA_CANCER_MICROENVIRONMENT_DN"	0.624381211596227	0.452531319434259	7.70213217758204	1.76555302941791	0.939333613136653	0.236640406434697	1.16755720887145	3.18078361720221	0.882533912801992	0.90148136384638	0.792731170921845	1.71624746935921	0.777190115752876	1.3825439027181	0.307068149522374	0.831584054369902	0.844959622352156	0.473452318485292	9.27788136569177	0.174253506859621	1.09023848235721	0.76272770720142	1.19060921159029	1.0499001582528	4.96973184096559	0.577411952970205	1.32979028158263	0.30272829760762	0.375186220347443	0.770152451732368	1.87019841545712	0.439837651416255	1.58358167607701	1.75623418939123	1.71207701661323	9.2380456106253	1.59652556535905
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP"	0.240264160437754	0.128517002882054	10.1771424855537	2.41497223132661	0.644669745643215	0.47942262084535	0.52851096277238	2.98351530870142	1.77870638293434	0.775575801725193	0.203381261456049	0.846398589850118	0.104412625274347	0.356896051531694	0.148229301760518	0.266708854068112	0.792466988172714	1.62980676244002	10.1603909156891	0.0447707463941235	0.556671851236557	0.185683741765971	1.47868637326561	0.274491662980525	3.06291559728198	0.327016358008496	0.0858635858800873	0.309855978392144	0.788471161085284	1.81842315132132	0.347552576655591	0.361128824797214	0.526198864511399	1.95419067832426	0.058746499693029	8.9724033300652	1.11190345018497
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN"	7.93379508809056	117.606315968006	0.289621176863114	0.349006302378669	0.319875717353644	0.533951090502898	4.0404713282564	0.0757604875848982	0.478765276427254	3.83088080777156	0.210209869950856	0.309192026857713	0.499442597189588	1.60327594965292	0.382237541171926	0.171279403545912	4.96369073425438	0.12263545938771	0.096584551464197	6.09733904381636	0.563482395333019	0.202600220580267	0.817572771183269	0.200087245739711	0.149455169727985	0.320552528343328	0.175387209446863	0.24532403363762	0.708667209166499	0.511486095862896	2.27308309556119	0.136672055531035	0.344741930659903	0.0437147704091955	0.266693069221468	0.0655526486205696	0.823876423857399
"WINTER_HYPOXIA_UP"	4.13828936546911	1.06699567195322	2.51400396278128	1.41310913044262	3.03191675885496	0.134275875248822	4.73034841269292	5.60273640872454	1.75803241517948	3.30287643478194	0.501311474988749	8.22791635471303	0.478255000039225	4.16599959755642	0.887415520891969	1.20931475537346	1.02986047422728	2.42529344464476	0.13318859597877	0.251136955948747	0.663531185855789	1.26470930859108	6.12544465537451	2.07665089667668	4.87930628652972	0.836691653738215	3.98598919483424	0.746792889751635	4.67456265078117	1.61389166674792	4.19149541406862	0.0777628758344565	3.12273597887442	0.0354838697071075	2.05104714898535	0.636571764028592	12.5383910169227
"WINTER_HYPOXIA_DN"	2.89394083284845	0.353892282357049	52.3738634163235	2.85538813391765	0.289256767639464	0.0611164348516907	0.286001215113728	0.383019797257279	0.0946657793826775	0.549430614798642	0.147493318716659	0.0733798674346186	0.0983354797277302	0.473745227898408	0.385378366540222	0.193071444252683	0.182422809488128	1.69170329453463	117.092713688488	1.34564802976231	0.332132665374366	0.239179196227663	0.413911082573489	0.114288731856908	0.283118203422454	0.361248971035469	0.187918290316565	0.291730993356002	0.0454257818683912	0.0986999894654089	2.08106844186222	65.8106665643295	0.191424958782623	0.0111682558884158	0.658012369466691	64.7952627324829	1.11215901136476
"PARENT_MTOR_SIGNALING_UP"	30.4378949054223	5.81445508771774	10.4872309575993	0.416010453385504	4.72152867579211	0.0743077920499039	10.8092908874498	10.9955233818502	9.63205108066827	17.7624838684727	3.29284314058328	1.35423627462593	1.91202784621647	14.06133589206	3.02215165107185	6.25775282997159	9.24387280014576	11.8672216442569	4.48108562316811	14.4906119527482	0.499492312123239	19.4284639474552	2.97817276502106	7.36385424475061	8.83875197665533	1.38150361848276	10.0554698472564	0.303318708356779	0.893321307936031	7.80703309327586	10.3015611847175	3.78262890540374	2.65471002724883	8.65920561842049e-05	16.0972736086925	3.01408567497519	13.9301422517085
"PARENT_MTOR_SIGNALING_DN"	2.6606093184465	0.257059201024713	5.7736174407316	3.86338976768519	0.414919309746695	0.356643216074887	7.19760131037675	1.39111742014629	0.224631432507953	0.78964789260652	0.218923426458544	1.70234502472863	0.156948214570647	8.46202901412038	6.08495703885044	2.42808913484152	0.22744079075434	2.87807282264817	1.51561179654207	0.0967679205245635	0.438789054502686	0.104181979317103	1.7698211879788	0.376231002321572	1.48963563286737	0.378352082920199	0.605756855338625	3.58262704549654	0.387843055448332	0.161427193974459	5.23239220573452	2.95524211555076	0.375481098009689	0.0543505875305553	0.955950723464835	1.12575439031047	0.838088068172142
"PYEON_HPV_POSITIVE_TUMORS_UP"	0.465379115035723	0.247958581427089	5.10844975077888	4.10071946374844	1.92888595338175	0.177722088987233	0.816661460826107	2.02812310814647	0.616636727218328	2.37144311120898	0.461802935389347	0.322346922614827	0.337885629908414	0.128961508175056	0.0654031864417516	0.142145437794868	1.48576232067429	1.80545214384032	16.8628470450979	0.41628374101347	0.26656136705944	1.41712541312438	0.524265907163104	0.176974614637406	5.14019217843605	0.209915067405683	0.378535280168317	0.110223755080821	0.881451896685409	0.841762498335779	0.517359841657364	0.883539486507949	0.500557087042094	4.02644199195432	0.511541607008048	10.5929384758179	1.16290934344709
"PYEON_HPV_POSITIVE_TUMORS_DN"	2.57606907585125	0.511707793700763	0.0754745671016797	0.25049542913462	1.67698648250072	0.609717511809852	1.56722985442199	0.219090458171162	0.19420560226905	0.383363993848247	0.337938325712729	23.2356010497195	0.410420776059172	9.41205472870339	0.474769829196085	0.336815898428613	0.398842099626603	1.15261687000249	0.11081593184511	0.948166594611784	0.492104271109815	0.280873384352766	1.54034350995966	0.758006472876876	0.146267795164092	0.458249896828731	0.198359184170697	0.35867684003037	25.0440947084211	0.171226387164876	1.18245101050317	0.336570121187227	0.393269319310048	0.149546811094369	0.344613031804768	12.0638889281111	0.574334767360527
