"adipose tissue"	"adrenal gland"	"appendix"	"bone marrow"	"breast"	"cerebral cortex"	"cervix, uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian tube"	"gallbladder"	"heart muscle"	"kidney"	"liver"	"lung"	"lymph node"	"ovary"	"pancreas"	"parathyroid gland"	"placenta"	"prostate"	"rectum"	"salivary gland"	"seminal vesicle"	"skeletal muscle"	"skin"	"small intestine"	"smooth muscle"	"spleen"	"stomach"	"testis"	"thyroid gland"	"tonsil"	"urinary bladder"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	25.6556832612304	1.64472377325723	57.339801234827	14.6128528589685	0.370170159157826	0.00257177476135619	5.06204621223225	0.0226775833255065	0.00122271709120688	1.78864460131119	0.000697740275501312	1.7737345849037	0.0802154133123338	62.2680617017873	0.00862286863698084	0.00343996795096991	0.0172468172621513	22.1683427190852	3.15813216407407	0.232477774107473	0.22414983749942	0.00463840162267826	2.58049030065711	0.425495631208642	0.109385246856569	0.108736510299476	0.0632084029138561	0.0133332650861687	0.0672347749388824	0.0373948916814688	3.45481342542498	5.02666638435831	0.573569631449985	0.000119987254694005	0.368014669039026	2.80485244000385	33.1485392368026
"HALLMARK_HYPOXIA"	8.6548177242867	1.41289425955108	0.0711532236058774	0.398117040297213	1.20693165290408	0.981316706380753	1.92212485300145	0.47710450593026	0.0988705285163618	1.14506625205297	3.11945963965241	1.45365921377013	0.0450712279857288	1.4885787159785	0.746906396106869	1.71692320546537	0.281111571043177	0.103324617644434	6.97361589400977e-05	1.16884250624307	0.284731606363172	0.00420088231797234	7.48556119776649	0.354976625578907	0.178467514564819	0.088516275261005	0.0429713811519607	2.35110453004203	1.41425085700759	0.392891753865289	1.08103865661892	0.00237030711080246	0.0478937791723431	0.0948142697359202	1.0581626359171	0.000119053956418409	0.2059818862005
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	8.98495467548208	5.61397638347398	0.0114031231411791	0.122188173118074	2.26502986361612	0.777933155972879	0.322204199504098	1.45628601873484	2.11697502915897	0.197795838734391	0.934288196017078	1.11511188508245	0.575251763074615	1.44800433652926	0.23572341394595	0.384104908250312	2.50085100902244	1.59588836084555	0.00248428267486035	0.0707673825201844	0.682263144307692	1.5661831469461	0.42221064322419	1.2342646627159	0.573326762415032	0.403949212361485	0.987553205765053	0.0998844456801581	0.209649410487333	0.466144463766742	0.133427517703521	0.00481409656323859	0.645372520700418	0.200847783219632	0.771739352334524	0.00621389696584904	0.382605842956015
"HALLMARK_MITOTIC_SPINDLE"	0.0835029653760023	0.0813057674899747	5.4514617795537	1.72234777276208	0.711407162250157	0.782355100288216	1.17200382528247	3.46150136963782	0.288107338433993	6.323401635187	0.221471318343651	1.19541064640808	1.8495821016172	0.938889623642735	0.108281188372903	0.0246179875380985	0.00185269996166339	1.48700900828235	11.4812255877329	4.53067059411063	0.176699989193272	5.70721410701677	1.63472492542008	0.729708690440521	3.42965156546584	0.17994356467342	1.63034642157442	0.0773567960638179	1.15602850866505	0.502689071325269	5.73641989317769	1.57314358875547	0.943656360115636	7.30947642918127	1.40248560659751	14.7020665302616	1.70639943333327
"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	0.676225533404848	0.320077781184857	0.591203849710456	0.110494982507061	0.423401993703793	1.53736155848568	6.39829057637371	0.372493929870233	0.193011128758478	3.45163519988571	1.22020430765744	0.666172783990405	4.6002530969688	0.513037409348743	0.285299798750325	0.138268714390556	0.0906966056982684	3.26696078170316	1.98398734900303	2.63314136075682	0.460257504289686	1.11763611148317	7.75987133273602	1.43994490024751	0.286606655698358	0.651622076741541	2.39167085003768	0.191911082949527	1.78884444523926	0.251059657534113	1.44815881750094	3.90172778406892	0.366853188961026	0.191298956912541	1.33339449903011	0.27294201010919	0.870308958147048
"HALLMARK_TGF_BETA_SIGNALING"	2.72652815902343	0.459930793097059	0.95809963951147	0.405678103063997	0.261721504417825	0.486695939118068	3.20192023740068	0.984692548943425	0.163070194518557	3.07967003347842	0.470321091673881	0.283476343774789	0.946003485813285	5.07971777056423	0.241006551453361	0.386296601520042	0.117634447770188	3.09897735084949	0.0370697980523546	1.87477184016046	0.440826737411083	1.64422214340494	6.49894416832505	1.86078214514993	0.576075194933876	0.562467999159779	2.60336419262522	0.119602199897685	0.207111443513387	0.290213230665998	1.38351437083485	0.424733893523048	1.03461371170419	0.0560281601830295	4.8319406406044	0.0366350656366591	2.75502575321723
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	8.1304966201514	0.0232851739523727	56.1849998497765	16.7147586375401	0.0222688099194856	0.0024016807900111	0.562287960749479	0.248973796165585	0.237353014975324	0.0135052215892596	0.00257775953994179	0.0480825253996471	0.0048025438038874	4.20576186461802	0.0236497176019868	0.0343770433177618	0.0528557842084624	18.7042733542005	10.0439356670873	0.00372465592987354	0.864959527670463	0.0111983286826221	2.51599072226721	0.0169952402895154	0.95972053980242	0.143898529804456	0.00185682725059515	0.0366207610504099	0.0311125842491362	0.640962628848374	0.0708316770039509	9.83913913292924	0.286607213269031	0.00280086682632594	0.00197195438819696	7.6256792496595	6.10631858245807
"HALLMARK_DNA_REPAIR"	0.185113248433913	1.91658629865079	1.72089533779577	0.525849173522159	4.63789285971176	0.0899608081238537	4.62404817628993	3.51169008297674	2.08787633469038	5.10794017147607	8.82443240224384	0.600025176917781	16.0845022196679	0.7308743749859	0.216456111373546	0.460399307266475	0.0294849730935201	0.971410528847754	4.12801039226282	6.70154726176047	0.347629458873895	2.8403367700716	0.720452184503323	3.35035604022375	3.00159044366213	2.21444168199841	9.5569519120695	0.0871061482476707	0.996659386012552	0.540902792147094	3.39179819891656	1.62706633001631	1.21755830585414	1.62696288859304	4.8980605762891	5.41616373005035	2.14601170332742
"HALLMARK_G2M_CHECKPOINT"	0.000857596995206454	0.00883997919811483	19.0032701281312	12.1245712853099	0.778506087799286	0.00295641716982309	0.276646676715924	7.68422987474061	0.986228502426044	3.11572897760769	0.0839406804688297	1.85980429036422	0.188053565532104	0.00234077802322112	0.00635358888143674	0.0201020041845761	0.00294772774661458	0.00205542346294808	51.0069968011572	0.839931838082827	0.158101663276227	0.213811255541641	1.58806316298268	0.281958122350041	13.7013824966573	0.0429626069256241	0.0291742929709956	0.0280660906560791	1.70213848258476	0.976114599522099	1.48561612735068	0.62717085722068	0.385995916320873	26.9206720406877	0.193977307964475	92.9142318293953	1.32058066987184
"HALLMARK_APOPTOSIS"	2.96308966842199	2.25729516387668	4.94555856628654	2.54688672765923	0.305998474893331	0.164566062613449	1.16526861571696	2.17059036784465	0.216552358393626	1.73961211493613	0.231264356620881	1.54917960631261	0.7117770433924	3.58390708393252	0.0371227757994428	0.160017863211069	0.210355957355017	1.52535910922239	2.61440279829555	0.651238924406192	0.247792447363984	0.32629608536943	0.83899557246425	3.24213491071948	0.523914270495505	0.244710286755288	0.685497467853029	0.0133660211365127	0.402360832708738	0.36077771033939	0.994974051079566	1.68272162982841	0.312256137225633	0.0668089854681375	0.460167129808057	1.30568906007076	2.10430817903912
